,cmte_id,cmte_nm,name,other_id,sum
960,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0HI02213,8.0
961,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0SC05056,8.0
962,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0SC06237,8.0
963,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TN09061,8.0
964,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX02106,8.0
965,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX03120,8.0
966,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX06099,8.0
967,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX07170,8.0
968,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX09176,8.0
969,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX15124,8.0
970,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX16106,8.0
971,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX18292,8.0
972,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX21148,8.0
973,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX22302,8.0
974,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX24175,8.0
975,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX24209,8.0
976,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX32053,8.0
977,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX32087,8.0
978,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX33010,8.0
979,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX35015,8.0
980,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0TX35064,8.0
981,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0VA02118,8.0
982,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0VA03124,8.0
983,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0VA04064,8.0
984,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0VA05145,8.0
985,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0VA05160,8.0
986,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0VA07158,8.0
987,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0VA10186,8.0
988,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0VA11127,8.0
989,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0VT00130,8.0
990,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0WA02080,8.0
991,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0WA02197,8.0
992,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0WA03187,8.0
993,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0WA06081,8.0
994,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0WA08046,8.0
995,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0WA08103,8.0
996,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0WI03175,8.0
997,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0WI07101,8.0
998,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0WI07135,8.0
999,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0WV02179,8.0
1000,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2AZ02386,8.0
1001,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2AZ07070,8.0
1002,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2CA00104,8.0
1003,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2CA00120,8.0
1004,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2CA06259,8.0
1005,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2CA15094,8.0
1006,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2CA20094,8.0
1007,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2CA28113,8.0
1008,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2CA31125,8.0
1009,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2CA33048,8.0
1010,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2CA36439,8.0
1011,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2CA39078,8.0
1012,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2CA43245,8.0
1013,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2CA50026,8.0
1014,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2CA52089,8.0
1015,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2CT02112,8.0
1016,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2FL08063,8.0
1017,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2FL14053,8.0
1018,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2FL23021,8.0
1019,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2HI02128,8.0
1020,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2IL01042,8.0
1021,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2IL02172,8.0
1022,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2IL10068,8.0
1023,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2IL13120,8.0
1024,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2IL17071,8.0
1025,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2LA02289,8.0
1026,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2MD05155,8.0
1027,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2MI05119,8.0
1028,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2MI11240,8.0
1029,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2MI14111,8.0
1030,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2MO02102,8.0
1031,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2MT01060,8.0
1032,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2NC08185,8.0
1033,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2NJ10154,8.0
1034,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2NV04011,8.0
1035,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2NY00010,8.0
1036,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2NY06116,8.0
1037,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2NY10092,8.0
1038,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2NY13096,8.0
1039,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2NY14037,8.0
1040,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2NY17071,8.0
1041,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2NY22139,8.0
1042,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2OH03067,8.0
1043,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2OH03125,8.0
1044,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2OH14064,8.0
1045,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2OH17109,8.0
1046,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2OR01133,8.0
1047,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2PA04135,8.0
1048,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2SC02042,8.0
1049,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2TN05131,8.0
1050,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2TX00015,8.0
1051,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2TX33040,8.0
1052,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2TX33073,8.0
1053,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2TX35011,8.0
1054,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2VA08160,8.0
1055,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2WA06129,8.0
1056,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H2WI02124,8.0
1057,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4AR02141,8.0
1058,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4AZ06045,8.0
1059,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4AZ07043,8.0
1060,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4CA02098,8.0
1061,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4CA11081,8.0
1062,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4CA12055,8.0
1063,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4CA16049,8.0
1064,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4CA20082,8.0
1065,C00489799,PLANNED PARENTHOOD VOTES,M+R STRATEGIC SERVICES,S0NH00326,7.0
1066,C00742080,"PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY",PLANNED PARENTHOOD ALLIANCE ADVOCATES,H6WA07458,1.0
1067,C00742080,"PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY",PLANNED PARENTHOOD ALLIANCE ADVOCATES,H0WA10034,1.0
1068,C00742080,"PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY",PLANNED PARENTHOOD ALLIANCE ADVOCATES,H0WA02080,1.0
1069,C00742080,"PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY",PLANNED PARENTHOOD ALLIANCE ADVOCATES,H0WA08046,1.0
1070,C00742080,"PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY",PLANNED PARENTHOOD ALLIANCE ADVOCATES,H2WA06129,1.0
1071,C00742080,"PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY",PLANNED PARENTHOOD ALLIANCE ADVOCATES,H6WA09025,1.0
1072,C00556860,"PROTECTING CHOICE IN CALIFORNIA, A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA",CALIFORNIA DEMOCRATIC PARTY,C00105668,0.0
1073,C00684530,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,PLANNED PARENTHOOD MN ND SD ACTION FUND,H0MN04049,0.0
1074,C00687491,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY ACTION FUND,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY,,0.0
1075,C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,P80000722,0.0
1076,C90008236,PLANNED PARENTHOOD HUDSON PECANIC ACTION FUND,,,
1077,C90008293,PLANNED PARENTHOOD OF NASSAU COUNTY ACTION FUND,,,
1078,C90008673,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN INC,,,
1079,C90009390,PLANNED PARENTHOOD OF NEW YORK CITY ACTION FUND,,,
1080,C90010729,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES,,,
1081,C90011412,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,,,
1082,C90014119,PLANNED PARENTHOOD VOTES NORTHWEST,,,
1083,C90014242,PLANNED PARENTHOOD SHASTA PACIFIC ACTION FUND,,,
1084,C90014465,PLANNED PARENTHOOD OF THE ROCHESTER/SYRACUSE REGION ACTION FUND INC.,,,
1085,C00568931,MI PLANNED PARENTHOOD VOTES,,,
1086,C90016767,PLANNED PARENTHOOD ACTION PAC NORTH CAROLINA,,,
1087,C90017054,PLANNED PARENTHOOD CENTRAL COAST ACTION FUND,,,
1088,C90017831,FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATE INC.,,,
1089,C90021874,"PLANNED PARENTHOOD ADVOCATES OF WISCONSIN POLITICAL FUND, PLANNED PARENTHOOD ADVOCATES",,,
1090,C00715904,"VOTE PLANNED PARENTHOOD NORTHERN CALIFORNIA, A PROJECT OF PLANNED PARENTHOOD NORTHERN CALIFORNIA ACTION FUND",,,
1091,C00680637,PLANNED PARENTHOOD PENNSYLVANIA VOTES,,,
1092,C00760967,PLANNED PARENTHOOD ADVOCATES OF GREATER WASHINGTON AND NORTH IDAHO PAC,,,
1093,C00795070,PLANNED PARENTHOOD ILLINOIS VOTES,,,
1094,C70004148,PLANNED PARENTHOOD ACTION FUND INC,,,
1095,C90004946,PLANNED PARENTHOOD PENNSYLVANIA ADVOCATES,,,
1096,C90005471,PLANNED PARENTHOOD ACTION FUND INC,,,
1097,C90006149,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY,,,
1098,C90006701,THE PLANNED PARENTHOOD ACTION FUND OF,,,
1099,C90007543,PLANNED PARENTHOOD OF MN ACTION FUND,,,
